"C/A","UNIT","SCP","DATEn","TIMEn","DESCn","ENTRIESn","EXITSn"
"A011","R080","01-00-04","05-29-11","20:00:00","REGULAR",7251423,7339205
"A011","R080","01-00-04","05-30-11","00:00:00","REGULAR",7251580,7339351
"A011","R080","01-00-04","05-30-11","04:00:00","REGULAR",7251638,7339389
"A011","R080","01-00-04","05-30-11","08:00:00","REGULAR",7251671,7339434
"A011","R080","01-00-04","05-30-11","12:00:00","REGULAR",7251787,7339596
"A011","R080","01-00-04","05-30-11","16:00:00","REGULAR",7251977,7339891
"A011","R080","01-00-04","05-30-11","20:00:00","REGULAR",7252182,7340167
"A011","R080","01-00-04","05-31-11","00:00:00","REGULAR",7252283,7340310
"A011","R080","01-00-04","05-31-11","04:00:00","REGULAR",7252315,7340329
"A011","R080","01-00-04","05-31-11","08:00:00","REGULAR",7252367,7340511
"A011","R080","01-00-04","05-31-11","12:00:00","REGULAR",7252592,7341342
"A011","R080","01-00-04","05-31-11","16:00:00","REGULAR",7252924,7341732
"A011","R080","01-00-04","05-31-11","20:00:00","REGULAR",7253804,7342163
"A011","R080","01-00-05","05-28-11","00:00:00","REGULAR",9388933,8300125
"A011","R080","01-00-05","05-28-11","04:00:00","REGULAR",9389008,8300157
"A011","R080","01-00-05","05-28-11","08:00:00","REGULAR",9389043,8300252
"A011","R080","01-00-05","05-28-11","12:00:00","REGULAR",9389158,8300502
"A011","R080","01-00-05","05-28-11","16:00:00","REGULAR",9389407,8300930
"A011","R080","01-00-05","05-28-11","20:00:00","REGULAR",9389745,8301343
"A011","R080","01-00-05","05-29-11","00:00:00","REGULAR",9389961,8301561
"A011","R080","01-00-05","05-29-11","04:00:00","REGULAR",9390039,8301620
"A011","R080","01-00-05","05-29-11","08:00:00","REGULAR",9390082,8301680
"A011","R080","01-00-05","05-29-11","12:00:00","REGULAR",9390173,8301899
"A011","R080","01-00-05","05-29-11","16:00:00","REGULAR",9390387,8302338
"A011","R080","01-00-05","05-29-11","20:00:00","REGULAR",9390668,8302670
"A011","R080","01-00-05","05-30-11","00:00:00","REGULAR",9390885,8302850
"A011","R080","01-00-05","05-30-11","04:00:00","REGULAR",9390942,8302891
"A011","R080","01-00-05","05-30-11","08:00:00","REGULAR",9390972,8302961
"A011","R080","01-00-05","05-30-11","12:00:00","REGULAR",9391091,8303142
"A011","R080","01-00-05","05-30-11","16:00:00","REGULAR",9391346,8303499
"A011","R080","01-00-05","05-30-11","20:00:00","REGULAR",9391584,8303752
"A011","R080","01-00-05","05-31-11","00:00:00","REGULAR",9391723,8303891
"A011","R080","01-00-05","05-31-11","04:00:00","REGULAR",9391753,8303916
"A011","R080","01-00-05","05-31-11","08:00:00","REGULAR",9391816,8304168
"A011","R080","01-00-05","05-31-11","12:00:00","REGULAR",9392011,8305138
"A011","R080","01-00-05","05-31-11","16:00:00","REGULAR",9392428,8305502
"A011","R080","01-00-05","05-31-11","20:00:00","REGULAR",9393499,8305874
"A013","R081","01-00-00","05-28-11","00:00:00","REGULAR",4465074,24581590
"A013","R081","01-00-00","05-28-11","04:00:00","REGULAR",4465126,24581677
"A013","R081","01-00-00","05-28-11","04:00:00","RECOVR",4465126,24581677
"A013","R081","01-00-00","05-28-11","08:00:00","AUD",4465137,24581780
"A013","R081","01-00-00","05-28-11","12:00:00","REGULAR",4465168,24582289
"A013","R081","01-00-00","05-28-11","16:00:00","REGULAR",4465211,24583139
"A013","R081","01-00-00","05-28-11","20:00:00","REGULAR",4465287,24584212
"A013","R081","01-00-00","05-29-11","00:00:00","REGULAR",4465368,24584780
"A013","R081","01-00-00","05-29-11","04:00:00","REGULAR",4465405,24584906
"A013","R081","01-00-00","05-29-11","04:00:00","RECOVR",4465405,24584906
"A013","R081","01-00-00","05-29-11","08:00:00","AUD",4465411,24584993
"A013","R081","01-00-00","05-29-11","12:00:00","REGULAR",4465428,24585426
"A013","R081","01-00-00","05-29-11","16:00:00","REGULAR",4465476,24586269
"A013","R081","01-00-00","05-29-11","20:00:00","REGULAR",4465571,24587074
"A013","R081","01-00-00","05-30-11","00:00:00","REGULAR",4465646,24587634
"A013","R081","01-00-00","05-30-11","04:00:00","REGULAR",4465660,24587715
"A013","R081","01-00-00","05-30-11","08:00:00","REGULAR",4465667,24587793
"A013","R081","01-00-00","05-30-11","12:00:00","REGULAR",4465693,24588128
"A013","R081","01-00-00","05-30-11","16:00:00","REGULAR",4465745,24588813
"A013","R081","01-00-00","05-30-11","20:00:00","REGULAR",4465814,24589601
"A013","R081","01-00-00","05-31-11","00:00:00","REGULAR",4465893,24589989
"A013","R081","01-00-00","05-31-11","04:00:00","REGULAR",4465918,24590034
"A013","R081","01-00-00","05-31-11","08:00:00","REGULAR",4465929,24590501
"A013","R081","01-00-00","05-31-11","12:00:00","REGULAR",4465951,24592193
"A013","R081","01-00-00","05-31-11","14:22:17","REGULAR",4465987,24592702
"A013","R081","01-00-00","05-31-11","16:00:00","REGULAR",4466049,24593200
"A013","R081","01-00-00","05-31-11","20:00:00","REGULAR",4466372,24594591
"A013","R081","01-03-00","05-28-11","00:00:00","REGULAR",964923,1178513
"A013","R081","01-03-00","05-28-11","04:00:00","REGULAR",965052,1178534
"A013","R081","01-03-00","05-28-11","04:00:00","RECOVR",965052,1178534
"A013","R081","01-03-00","05-28-11","08:00:00","AUD",965066,1178561
"A013","R081","01-03-00","05-28-11","12:00:00","REGULAR",965160,1178691
"A013","R081","01-03-00","05-28-11","16:00:00","REGULAR",965319,1178999
"A013","R081","01-03-00","05-28-11","20:00:00","REGULAR",965573,1179394
"A013","R081","01-03-00","05-29-11","00:00:00","REGULAR",965822,1179555
"A013","R081","01-03-00","05-29-11","04:00:00","REGULAR",965906,1179604
"A013","R081","01-03-00","05-29-11","04:00:00","RECOVR",965906,1179604
"A013","R081","01-03-00","05-29-11","08:00:00","AUD",965930,1179627
"A013","R081","01-03-00","05-29-11","12:00:00","REGULAR",966005,1179753
"A013","R081","01-03-00","05-29-11","16:00:00","REGULAR",966146,1180019
"A013","R081","01-03-00","05-29-11","20:00:00","REGULAR",966382,1180301
"A013","R081","01-03-00","05-30-11","00:00:00","REGULAR",966588,1180467
"A013","R081","01-03-00","05-30-11","04:00:00","REGULAR",966652,1180493
"A013","R081","01-03-00","05-30-11","08:00:00","REGULAR",966667,1180523
"A013","R081","01-03-00","05-30-11","12:00:00","REGULAR",966722,1180623
"A013","R081","01-03-00","05-30-11","16:00:00","REGULAR",966877,1180849
"A013","R081","01-03-00","05-30-11","20:00:00","REGULAR",967064,1181096
"A013","R081","01-03-00","05-31-11","00:00:00","REGULAR",967241,1181227
"A013","R081","01-03-00","05-31-11","04:00:00","REGULAR",967280,1181244
"A013","R081","01-03-00","05-31-11","08:00:00","REGULAR",967308,1181419
"A013","R081","01-03-00","05-31-11","12:00:00","REGULAR",967417,1182059
"A013","R081","01-03-00","05-31-11","14:22:17","REGULAR",967510,1182196
"A013","R081","01-03-00","05-31-11","16:00:00","REGULAR",967662,1182331
"A013","R081","01-03-00","05-31-11","20:00:00","REGULAR",968365,1182730
"A013","R081","01-03-01","05-28-11","00:00:00","REGULAR",1471048,814596
"A013","R081","01-03-01","05-28-11","04:00:00","REGULAR",1471160,814614
"A013","R081","01-03-01","05-28-11","04:00:00","RECOVR",1471160,814614
"A013","R081","01-03-01","05-28-11","08:00:00","AUD",1471181,814637
"A013","R081","01-03-01","05-28-11","12:00:00","REGULAR",1471291,814710
"A013","R081","01-03-01","05-28-11","16:00:00","REGULAR",1471464,814844
"A013","R081","01-03-01","05-28-11","20:00:00","REGULAR",1471781,815032
"A013","R081","01-03-01","05-29-11","00:00:00","REGULAR",1472063,815091
"A013","R081","01-03-01","05-29-11","04:00:00","REGULAR",1472169,815108
"A013","R081","01-03-01","05-29-11","08:00:00","REGULAR",1472195,815116
"A013","R081","01-03-01","05-29-11","12:00:00","REGULAR",1472297,815177
"A013","R081","01-03-01","05-29-11","16:00:00","REGULAR",1472466,815299
"A013","R081","01-03-01","05-29-11","20:00:00","REGULAR",1472780,815410
"A013","R081","01-03-01","05-30-11","00:00:00","REGULAR",1473011,815493
"A013","R081","01-03-01","05-30-11","04:00:00","REGULAR",1473089,815501
"A013","R081","01-03-01","05-30-11","08:00:00","REGULAR",1473097,815517
"A013","R081","01-03-01","05-30-11","12:00:00","REGULAR",1473185,815562
"A013","R081","01-03-01","05-30-11","16:00:00","REGULAR",1473350,815637
"A013","R081","01-03-01","05-30-11","20:00:00","REGULAR",1473578,815737
"A013","R081","01-03-01","05-31-11","00:00:00","REGULAR",1473769,815788
"A013","R081","01-03-01","05-31-11","04:00:00","REGULAR",1473805,815795
"A013","R081","01-03-01","05-31-11","08:00:00","REGULAR",1473837,815934
"A013","R081","01-03-01","05-31-11","12:00:00","REGULAR",1473969,816332
"A013","R081","01-03-01","05-31-11","14:22:17","REGULAR",1474094,816405
"A013","R081","01-03-01","05-31-11","16:00:00","REGULAR",1474261,816476
"A013","R081","01-03-01","05-31-11","20:00:00","REGULAR",1475112,816696
"A013","R081","01-03-02","05-28-11","00:00:00","REGULAR",4767839,2224815
"A013","R081","01-03-02","05-28-11","04:00:00","REGULAR",4767949,2224829
"A013","R081","01-03-02","05-28-11","04:00:00","RECOVR",4767949,2224829
"A013","R081","01-03-02","05-28-11","08:00:00","AUD",4767968,2224855
"A013","R081","01-03-02","05-28-11","12:00:00","REGULAR",4768073,2224953
"A013","R081","01-03-02","05-28-11","16:00:00","REGULAR",4768314,2225083
"A013","R081","01-03-02","05-28-11","20:00:00","REGULAR",4768660,2225271
"A013","R081","01-03-02","05-29-11","00:00:00","REGULAR",4769022,2225339
"A013","R081","01-03-02","05-29-11","04:00:00","REGULAR",4769160,2225353
"A013","R081","01-03-02","05-29-11","08:00:00","REGULAR",4769184,2225378
"A013","R081","01-03-02","05-29-11","12:00:00","REGULAR",4769281,2225471
"A013","R081","01-03-02","05-29-11","16:00:00","REGULAR",4769505,2225603
"A013","R081","01-03-02","05-29-11","20:00:00","REGULAR",4769890,2225726
"A013","R081","01-03-02","05-30-11","00:00:00","REGULAR",4770175,2225783
"A013","R081","01-03-02","05-30-11","04:00:00","REGULAR",4770247,2225793
"A013","R081","01-03-02","05-30-11","08:00:00","REGULAR",4770265,2225821
"A013","R081","01-03-02","05-30-11","12:00:00","REGULAR",4770336,2225903
"A013","R081","01-03-02","05-30-11","16:00:00","REGULAR",4770533,2226015
"A013","R081","01-03-02","05-30-11","20:00:00","REGULAR",4770788,2226135
"A013","R081","01-03-02","05-31-11","00:00:00","REGULAR",4771061,2226199
"A013","R081","01-03-02","05-31-11","04:00:00","REGULAR",4771099,2226210
"A013","R081","01-03-02","05-31-11","08:00:00","REGULAR",4771152,2226376
"A013","R081","01-03-02","05-31-11","12:00:00","REGULAR",4771370,2226839
"A013","R081","01-03-02","05-31-11","14:22:17","REGULAR",4771538,2226951
"A013","R081","01-03-02","05-31-11","16:00:00","REGULAR",4771762,2227034
"A013","R081","01-03-02","05-31-11","20:00:00","REGULAR",4772860,2227251
"A013","R081","01-05-00","05-28-11","00:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-28-11","04:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-28-11","08:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-28-11","12:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-28-11","16:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-28-11","20:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-29-11","00:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-29-11","04:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-29-11","08:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-29-11","12:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-29-11","16:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-29-11","20:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-30-11","00:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-30-11","04:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-30-11","08:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-30-11","12:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-30-11","16:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-30-11","20:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-31-11","00:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-31-11","04:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-31-11","08:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-31-11","12:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-31-11","14:22:17","REGULAR",945,0
"A013","R081","01-05-00","05-31-11","16:00:00","REGULAR",945,0
"A013","R081","01-05-00","05-31-11","20:00:00","REGULAR",945,0
"A013","R081","01-05-01","05-28-11","00:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-28-11","04:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-28-11","08:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-28-11","12:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-28-11","16:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-28-11","20:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-29-11","00:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-29-11","04:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-29-11","08:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-29-11","12:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-29-11","16:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-29-11","20:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-30-11","00:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-30-11","04:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-30-11","08:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-30-11","12:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-30-11","16:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-30-11","20:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-31-11","00:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-31-11","04:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-31-11","08:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-31-11","12:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-31-11","14:22:17","REGULAR",0,54
"A013","R081","01-05-01","05-31-11","16:00:00","REGULAR",0,54
"A013","R081","01-05-01","05-31-11","20:00:00","REGULAR",0,54
"A014","R081","02-00-00","05-28-11","00:00:00","REGULAR",3731013,1203148
"A014","R081","02-00-00","05-28-11","04:00:00","REGULAR",3731182,1203154
"A014","R081","02-00-00","05-28-11","08:00:00","REGULAR",3731223,1203192
"A014","R081","02-00-00","05-28-11","12:00:00","REGULAR",3731343,1203255
"A014","R081","02-00-00","05-28-11","16:00:00","REGULAR",3731574,1203369
"A014","R081","02-00-00","05-28-11","20:00:00","REGULAR",3731989,1203460
"A014","R081","02-00-00","05-29-11","00:00:00","REGULAR",3732455,1203502
"A014","R081","02-00-00","05-29-11","04:00:00","REGULAR",3732597,1203515
"A014","R081","02-00-00","05-29-11","08:00:00","REGULAR",3732639,1203530
"A014","R081","02-00-00","05-29-11","12:00:00","REGULAR",3732737,1203592
"A014","R081","02-00-00","05-29-11","16:00:00","REGULAR",3732921,1203703
"A014","R081","02-00-00","05-29-11","20:00:00","REGULAR",3733336,1203759
"A014","R081","02-00-00","05-30-11","00:00:00","REGULAR",3733722,1203805
"A014","R081","02-00-00","05-30-11","04:00:00","REGULAR",3733813,1203808
"A014","R081","02-00-00","05-30-11","08:00:00","REGULAR",3733847,1203841
"A014","R081","02-00-00","05-30-11","12:00:00","REGULAR",3733948,1203894
"A014","R081","02-00-00","05-30-11","16:00:00","REGULAR",3734166,1203973
"A014","R081","02-00-00","05-30-11","20:00:00","REGULAR",3734522,1204058
"A014","R081","02-00-00","05-31-11","00:00:00","REGULAR",3734877,1204093
"A014","R081","02-00-00","05-31-11","04:00:00","REGULAR",3734967,1204097
"A014","R081","02-00-00","05-31-11","08:00:00","REGULAR",3735033,1204215
"A014","R081","02-00-00","05-31-11","12:00:00","REGULAR",3735249,1204445
"A014","R081","02-00-00","05-31-11","16:00:00","REGULAR",3735591,1204540
"A014","R081","02-00-00","05-31-11","20:00:00","REGULAR",3736433,1204660
"A014","R081","02-00-01","05-28-11","00:00:00","REGULAR",3632658,1765583
"A014","R081","02-00-01","05-28-11","04:00:00","REGULAR",3632783,1765598
"A014","R081","02-00-01","05-28-11","08:00:00","REGULAR",3632811,1765620
"A014","R081","02-00-01","05-28-11","12:00:00","REGULAR",3632904,1765671
"A014","R081","02-00-01","05-28-11","16:00:00","REGULAR",3633069,1765791
"A014","R081","02-00-01","05-28-11","20:00:00","REGULAR",3633374,1765913
"A014","R081","02-00-01","05-29-11","00:00:00","REGULAR",3633691,1765962
"A014","R081","02-00-01","05-29-11","04:00:00","REGULAR",3633808,1765982
"A014","R081","02-00-01","05-29-11","08:00:00","REGULAR",3633826,1766001
"A014","R081","02-00-01","05-29-11","12:00:00","REGULAR",3633885,1766048
"A014","R081","02-00-01","05-29-11","16:00:00","REGULAR",3634028,1766123
"A014","R081","02-00-01","05-29-11","20:00:00","REGULAR",3634333,1766195
"A014","R081","02-00-01","05-30-11","00:00:00","REGULAR",3634618,1766234
"A014","R081","02-00-01","05-30-11","04:00:00","REGULAR",3634702,1766241
"A014","R081","02-00-01","05-30-11","08:00:00","REGULAR",3634716,1766267
"A014","R081","02-00-01","05-30-11","12:00:00","REGULAR",3634776,1766323
"A014","R081","02-00-01","05-30-11","16:00:00","REGULAR",3634945,1766413
"A014","R081","02-00-01","05-30-11","20:00:00","REGULAR",3635176,1766495
"A014","R081","02-00-01","05-31-11","00:00:00","REGULAR",3635401,1766536
"A014","R081","02-00-01","05-31-11","04:00:00","REGULAR",3635446,1766542
"A014","R081","02-00-01","05-31-11","08:00:00","REGULAR",3635475,1766638
"A014","R081","02-00-01","05-31-11","12:00:00","REGULAR",3635581,1766887
"A014","R081","02-00-01","05-31-11","16:00:00","REGULAR",3635793,1766972
"A014","R081","02-00-01","05-31-11","20:00:00","REGULAR",3636447,1767113
"A014","R081","02-00-02","05-28-11","00:00:00","REGULAR",3433506,7103785
"A014","R081","02-00-02","05-28-11","04:00:00","REGULAR",3433575,7103821
"A014","R081","02-00-02","05-28-11","08:00:00","REGULAR",3433589,7103898
"A014","R081","02-00-02","05-28-11","12:00:00","REGULAR",3433645,7104075
"A014","R081","02-00-02","05-28-11","16:00:00","REGULAR",3433752,7104378
"A014","R081","02-00-02","05-28-11","20:00:00","REGULAR",3433957,7104624
"A014","R081","02-00-02","05-29-11","00:00:00","REGULAR",3434184,7104720
"A014","R081","02-00-02","05-29-11","04:00:00","REGULAR",3434241,7104756
"A014","R081","02-00-02","05-29-11","08:00:00","REGULAR",3434254,7104800
"A014","R081","02-00-02","05-29-11","12:00:00","REGULAR",3434290,7104956
"A014","R081","02-00-02","05-29-11","16:00:00","REGULAR",3434390,7105170
"A014","R081","02-00-02","05-29-11","20:00:00","REGULAR",3434618,7105398
"A014","R081","02-00-02","05-30-11","00:00:00","REGULAR",3434830,7105472
"A014","R081","02-00-02","05-30-11","04:00:00","REGULAR",3434871,7105497
"A014","R081","02-00-02","05-30-11","08:00:00","REGULAR",3434884,7105564
"A014","R081","02-00-02","05-30-11","12:00:00","REGULAR",3434921,7105725
"A014","R081","02-00-02","05-30-11","16:00:00","REGULAR",3435029,7105914
"A014","R081","02-00-02","05-30-11","20:00:00","REGULAR",3435229,7106098
"A014","R081","02-00-02","05-31-11","00:00:00","REGULAR",3435376,7106210
"A014","R081","02-00-02","05-31-11","04:00:00","REGULAR",3435417,7106226
"A014","R081","02-00-02","05-31-11","08:00:00","REGULAR",3435432,7106454
"A014","R081","02-00-02","05-31-11","12:00:00","REGULAR",3435492,7107064
"A014","R081","02-00-02","05-31-11","16:00:00","REGULAR",3435640,7107380
"A014","R081","02-00-02","05-31-11","20:00:00","REGULAR",3436090,7107704
"A014","R081","02-06-00","05-28-11","00:00:00","REGULAR",531449,1190143
"A014","R081","02-06-00","05-28-11","04:00:00","REGULAR",531450,1190152
"A014","R081","02-06-00","05-28-11","08:00:00","REGULAR",531450,1190153
"A014","R081","02-06-00","05-28-11","12:00:00","REGULAR",531454,1190198
"A014","R081","02-06-00","05-28-11","16:00:00","REGULAR",531458,1190357
"A014","R081","02-06-00","05-28-11","20:00:00","REGULAR",531469,1190638
"A014","R081","02-06-00","05-29-11","00:00:00","REGULAR",531487,1190734
"A014","R081","02-06-00","05-29-11","04:00:00","REGULAR",531489,1190753
"A014","R081","02-06-00","05-29-11","08:00:00","REGULAR",531489,1190756
"A014","R081","02-06-00","05-29-11","12:00:00","REGULAR",531493,1190795
"A014","R081","02-06-00","05-29-11","16:00:00","REGULAR",531500,1190954
"A014","R081","02-06-00","05-29-11","20:00:00","REGULAR",531511,1191121
"A014","R081","02-06-00","05-30-11","00:00:00","REGULAR",531528,1191252
"A014","R081","02-06-00","05-30-11","04:00:00","REGULAR",531529,1191261
"A014","R081","02-06-00","05-30-11","08:00:00","REGULAR",531531,1191265
"A014","R081","02-06-00","05-30-11","12:00:00","REGULAR",531531,1191296
"A014","R081","02-06-00","05-30-11","16:00:00","REGULAR",531536,1191394
"A014","R081","02-06-00","05-30-11","20:00:00","REGULAR",531556,1191520
"A014","R081","02-06-00","05-31-11","00:00:00","REGULAR",531563,1191575
"A014","R081","02-06-00","05-31-11","04:00:00","REGULAR",531563,1191578
"A014","R081","02-06-00","05-31-11","08:00:00","REGULAR",531564,1191598
"A014","R081","02-06-00","05-31-11","12:00:00","REGULAR",531565,1191674
"A014","R081","02-06-00","05-31-11","16:00:00","REGULAR",531567,1191814
"A014","R081","02-06-00","05-31-11","20:00:00","REGULAR",531586,1191980
"A014","R081","02-06-01","05-28-11","00:00:00","REGULAR",218701,3251730
"A014","R081","02-06-01","05-28-11","04:00:00","REGULAR",218704,3251747
"A014","R081","02-06-01","05-28-11","08:00:00","REGULAR",218704,3251763
"A014","R081","02-06-01","05-28-11","12:00:00","REGULAR",218704,3251910
"A014","R081","02-06-01","05-28-11","16:00:00","REGULAR",218707,3252302
"A014","R081","02-06-01","05-28-11","20:00:00","REGULAR",218711,3252770
"A014","R081","02-06-01","05-29-11","00:00:00","REGULAR",218715,3252956
"A014","R081","02-06-01","05-29-11","04:00:00","REGULAR",218717,3253001
"A014","R081","02-06-01","05-29-11","08:00:00","REGULAR",218717,3253017
"A014","R081","02-06-01","05-29-11","12:00:00","REGULAR",218723,3253125
"A014","R081","02-06-01","05-29-11","16:00:00","REGULAR",218724,3253476
"A014","R081","02-06-01","05-29-11","20:00:00","REGULAR",218728,3253838
"A014","R081","02-06-01","05-30-11","00:00:00","REGULAR",218733,3254078
"A014","R081","02-06-01","05-30-11","04:00:00","REGULAR",218736,3254107
"A014","R081","02-06-01","05-30-11","08:00:00","REGULAR",218736,3254124
"A014","R081","02-06-01","05-30-11","12:00:00","REGULAR",218736,3254214
"A014","R081","02-06-01","05-30-11","16:00:00","REGULAR",218736,3254422
"A014","R081","02-06-01","05-30-11","20:00:00","REGULAR",218741,3254724
"A014","R081","02-06-01","05-31-11","00:00:00","REGULAR",218744,3254850
"A014","R081","02-06-01","05-31-11","04:00:00","REGULAR",218746,3254868
"A014","R081","02-06-01","05-31-11","08:00:00","REGULAR",218747,3254922
"A014","R081","02-06-01","05-31-11","12:00:00","REGULAR",218748,3255249
"A014","R081","02-06-01","05-31-11","16:00:00","REGULAR",218752,3255627
"A014","R081","02-06-01","05-31-11","20:00:00","REGULAR",218758,3256149
"A015","R081","00-00-00","05-28-11","00:00:00","REGULAR",6351787,2261412
"A015","R081","00-00-00","05-28-11","04:00:00","REGULAR",6351891,2261425
"A015","R081","00-00-00","05-28-11","08:00:00","REGULAR",6351937,2261461
"A015","R081","00-00-00","05-28-11","12:00:00","REGULAR",6352321,2261560
"A015","R081","00-00-00","05-28-11","16:00:00","REGULAR",6352818,2261696
"A015","R081","00-00-00","05-28-11","20:00:00","REGULAR",6353427,2261802
"A015","R081","00-00-00","05-29-11","00:00:00","REGULAR",6353877,2261846
"A015","R081","00-00-00","05-29-11","04:00:00","REGULAR",6353985,2261861
"A015","R081","00-00-00","05-29-11","04:00:00","RECOVR",6353985,2261861
"A015","R081","00-00-00","05-29-11","08:00:00","AUD",6354035,2261897
"A015","R081","00-00-00","05-29-11","12:00:00","REGULAR",6354381,2262024
"A015","R081","00-00-00","05-29-11","16:00:00","REGULAR",6354836,2262162
"A015","R081","00-00-00","05-29-11","20:00:00","REGULAR",6355462,2262273
"A015","R081","00-00-00","05-30-11","00:00:00","REGULAR",6355817,2262313
"A015","R081","00-00-00","05-30-11","04:00:00","REGULAR",6355857,2262315
"A015","R081","00-00-00","05-30-11","04:00:00","REGULAR",6355857,2262315
"A015","R081","00-00-00","05-30-11","08:00:00","REGULAR",6355881,2262344
"A015","R081","00-00-00","05-30-11","12:00:00","REGULAR",6356042,2262427
"A015","R081","00-00-00","05-30-11","16:00:00","REGULAR",6356246,2262542
"A015","R081","00-00-00","05-30-11","20:00:00","REGULAR",6356410,2262639
"A015","R081","00-00-00","05-31-11","00:00:00","REGULAR",6356514,2262668
"A015","R081","00-00-00","05-31-11","04:00:00","REGULAR",6356532,2262675
"A015","R081","00-00-00","05-31-11","04:00:00","RECOVR",6356532,2262675
"A015","R081","00-00-00","05-31-11","08:00:00","AUD",6356621,2262836
"A015","R081","00-00-00","05-31-11","12:00:00","REGULAR",6357153,2263178
"A015","R081","00-00-00","05-31-11","14:19:05","REGULAR",6357482,2263256
"A015","R081","00-00-00","05-31-11","16:00:00","REGULAR",6357777,2263318
"A015","R081","00-00-00","05-31-11","20:00:00","REGULAR",6359224,2263495
"A015","R081","00-00-01","05-28-11","00:00:00","REGULAR",9224013,2450259
"A015","R081","00-00-01","05-28-11","04:00:00","REGULAR",9224013,2450263
"A015","R081","00-00-01","05-28-11","08:00:00","REGULAR",9224013,2450274
"A015","R081","00-00-01","05-28-11","12:00:00","REGULAR",9224013,2450316
"A015","R081","00-00-01","05-28-11","16:00:00","REGULAR",9224013,2450384
"A015","R081","00-00-01","05-28-11","20:00:00","REGULAR",9224013,2450440
"A015","R081","00-00-01","05-29-11","00:00:00","REGULAR",9224013,2450468
"A015","R081","00-00-01","05-29-11","04:00:00","REGULAR",9224013,2450474
"A015","R081","00-00-01","05-29-11","04:00:00","RECOVR",9224013,2450474
"A015","R081","00-00-01","05-29-11","08:00:00","AUD",9224013,2450483
"A015","R081","00-00-01","05-29-11","12:00:00","REGULAR",9224013,2450533
"A015","R081","00-00-01","05-29-11","16:00:00","REGULAR",9224013,2450590
"A015","R081","00-00-01","05-29-11","20:00:00","REGULAR",9224013,2450622
"A015","R081","00-00-01","05-30-11","00:00:00","REGULAR",9224013,2450633
"A015","R081","00-00-01","05-30-11","04:00:00","REGULAR",9224013,2450634
"A015","R081","00-00-01","05-30-11","04:00:00","REGULAR",9224013,2450634
"A015","R081","00-00-01","05-30-11","08:00:00","REGULAR",9224013,2450647
"A015","R081","00-00-01","05-30-11","12:00:00","REGULAR",9224013,2450680
"A015","R081","00-00-01","05-30-11","16:00:00","REGULAR",9224013,2450720
"A015","R081","00-00-01","05-30-11","17:15:03","DOOR",9224013,2450731
"A015","R081","00-00-01","05-30-11","17:15:18","OPEN",9224013,2450731
"A015","R081","00-00-01","05-30-11","17:18:46","DOOR",9224022,2450731
"A015","R081","00-00-01","05-30-11","17:22:29","OPEN",9224022,2450731
"A015","R081","00-00-01","05-30-11","17:25:37","DOOR",9224022,2450731
"A015","R081","00-00-01","05-30-11","17:27:44","DOOR",9224023,2450731
